name,domain,linkedin_url,headquarters,location,description,primary_industry,size,revenue_range,revenue_currency,country,company_type,employee_count,revenue_usd_m,rank,category,write_idempotency_key
Northern Tool + Equipment Co.,northerntool.com,https://linkedin.com/company/northern-tool-equipment,"Burnsville, Minnesota, USA",USA,"Northern Tool + Equipment Co. is a leading retailer specializing in tools and equipment for both professional and DIY customers. The company offers a wide range of products, including power tools, generators, and outdoor equipment, catering to industries such as construction, automotive, and home improvement. Known for its quality and reliability, Northern Tool serves customers across the United States.",Retail Tools & Equipment,"1,001-5,000 employees",Under $10M,USD,United States,Private Company,3000,0.0,882.0,Retail,f19ebaed38c5952325106a3fe937987a
Northgate Markets,northgatemarket.com,https://linkedin.com/company/northgate-market,"Anaheim, California, USA","California, USA","Northgate Markets is a family-owned supermarket chain specializing in Hispanic and Latin American groceries. With a focus on fresh produce, authentic ingredients, and prepared foods, the company serves diverse communities across California. Known for its cultural heritage and community engagement, Northgate Markets has become a trusted name in the retail grocery sector.",Grocery Retail,"5,001-10,000 employees",Under $10M,USD,United States,Private Company,6000,0.0,883.0,Retail,e0cc7abc67156d3cc277f66bb074e51a
Nouria Energy,nouriaenergy.com,https://linkedin.com/company/nouria-energy,"Worcester, Massachusetts, USA","Worcester, Massachusetts, USA","Nouria Energy is a leading retail and energy company specializing in convenience stores, fuel distribution, and car wash services. With a strong presence in the Northeastern United States, the company focuses on delivering quality products and exceptional customer service across its locations.",Retail Energy & Convenience,"1,001-5,000 employees",Under $10M,USD,United States,Private Company,1500,0.0,884.0,Retail,240b8be07d25fc8f5e33d6d2e2f3f69a
Nova Scotia Liquor Corporation,mynslc.com,https://linkedin.com/company/nova-scotia-liquor-corporation,"Halifax, Nova Scotia, Canada",Canada,"Nova Scotia Liquor Corporation (NSLC) is a government-owned entity responsible for the distribution and retail of alcoholic beverages in Nova Scotia, Canada. It operates retail stores across the province and focuses on providing a wide selection of wines, spirits, beers, and ready-to-drink products. NSLC plays a key role in regulating and promoting responsible alcohol consumption.",Alcoholic Beverages,"1,001-5,000 employees",Under $10M,USD,Canada,Private Company,1500,0.0,885.0,CPG,91e4bb29934b4e5f564fc7d10d246e7e
Ngahuia Group Ltd,ngahuiagroup.com,https://linkedin.com/company/ngahuia-group,"Auckland, New Zealand",New Zealand,"Ngahuia Group Ltd is a retail company based in New Zealand, specializing in footwear and apparel. The company operates a network of stores and online platforms, catering to a diverse customer base with a focus on quality and affordability.",Fashion Retail,201-500 employees,Under $10M,USD,New Zealand,Private Company,500,0.0,886.0,Retail,4d05d65410d8cfe37abe794a998d6acf
Ramsey Kip,ramseykip.com,https://linkedin.com/company/ramsey-kip,"Istanbul, Turkey",Turkey,"Ramsey Kip is a retail company specializing in fashion and apparel, offering a range of high-quality clothing and accessories. Based in Turkey, the company caters to a diverse customer base with a focus on modern designs and exceptional craftsmanship.",Fashion Retail,201-500 employees,Under $10M,USD,Turkey,Private Company,201,0.0,229.0,Retail,de611a528b71d17522a86532a9f569c5
Racquetpoint,racquetpoint.com,https://linkedin.com/company/racquetpoint,"Cincinnati, Ohio, USA","Cincinnati, Ohio, USA","Racquetpoint is a retail company specializing in tennis and racquet sports equipment, apparel, and accessories. They aim to provide high-quality products for athletes and enthusiasts, catering to both amateur and professional players. The company is focused on delivering excellent customer service and fostering a community of sports lovers.",Sporting Goods Retail,11-50 employees,Under $10M,USD,United States,Private Company,15,0.0,226.0,Retail,b224acd945e8693803630eb5f9703b3d
Rainbow 5-7-9,rainbowshops.com,https://linkedin.com/company/rainbow-shops,"New York, NY, USA",United States,"Rainbow 5-7-9 is a fashion retail company specializing in affordable clothing and accessories for women and juniors. Known for its trendy and budget-friendly offerings, the company operates a network of stores across the United States. Rainbow focuses on providing stylish options for a diverse customer base.",Fashion Retail,"10,001+ employees",Under $10M,USD,United States,Private Company,10000,0.0,227.0,Retail,74a3535b5184877535a49c0222155433
Rasheed Market,rasheedmarket.com,https://linkedin.com/company/rasheed-market,"Illinois, USA","Illinois, USA","Rasheed Market is a retail company based in Illinois, USA, specializing in providing a wide range of consumer goods to local communities. Despite its smaller scale, the company aims to deliver quality products and excellent customer service. Its market position is focused on serving regional customers with competitive pricing.",Retail,11-50 employees,Under $10M,USD,United States,Private Company,25,0.0,232.0,Retail,bc6ebe90919f87c6206226e6d5e1b3e3
Raymour & Flanigan,raymourflanigan.com,https://linkedin.com/company/raymour-and-flanigan,"Liverpool, New York, USA",United States,"Raymour & Flanigan is a leading furniture and home decor retailer in the United States, offering a wide range of high-quality products including sofas, beds, dining sets, and mattresses. Known for its exceptional customer service and fast delivery, the company operates numerous showrooms across the Northeast and provides online shopping options.",Furniture Retail,"5,001-10,000 employees",Under $10M,USD,United States,Private Company,5000,0.0,233.0,Retail,c45f562ab55a1b87f7073e00a0da2e7f
Rapid Inc / Hungr,hungr.com,https://linkedin.com/company/hungr,"California, USA","California, USA","Rapid Inc, operating under the brand Hungr, is a retail company specializing in innovative solutions for food delivery and online grocery shopping. The company aims to streamline the customer experience with cutting-edge technology and user-friendly platforms. Despite its relatively small scale, Hungr is focused on disrupting the retail and food delivery sectors.",E-commerce,11-50 employees,Under $10M,USD,United States,Private Company,50,0.0,231.0,Retail,4ea1370f772248062e577179be726d72
The Range,therange.co.uk,https://linkedin.com/company/the-range,"Plymouth, England, United Kingdom",United Kingdom,"The Range is a leading retail chain in the United Kingdom, offering a wide variety of products including home furnishings, garden supplies, DIY goods, and everyday essentials. Known for its affordable pricing and extensive product range, the company serves millions of customers across its numerous store locations.",Home and Garden Retail,"10,001+ employees",Under $10M,USD,United Kingdom,Private Company,11000,0.0,230.0,Retail,712113af3ba5ecd8420c1791cabd5f1e
Rede Cinesystem Cinemas,cinesystem.com.br,https://linkedin.com/company/rede-cinesystem-cinemas,"Curitiba, Paraná, Brazil",Brazil,"Rede Cinesystem Cinemas is a Brazilian cinema chain offering high-quality movie experiences across multiple locations in Brazil. Known for its modern facilities and diverse film programming, the company caters to a wide audience with a focus on customer satisfaction and innovation in the entertainment industry.",Entertainment,201-500 employees,Under $10M,USD,Brazil,Private Company,500,0.0,237.0,Retail,8bebce992dcc5f14e49dc068d0eb1a0f
Rally House,rallyhouse.com,https://linkedin.com/company/rally-house,"Lenexa, Kansas, USA",United States,"Rally House is a specialty retail store offering a wide selection of apparel, gifts, and home décor representing local teams, colleges, and cities. The company focuses on providing fans with high-quality merchandise to showcase their pride and loyalty. With a growing presence, Rally House serves sports enthusiasts and local communities across the United States.",Sports Apparel & Retail,"501-1,000 employees",Under $10M,USD,United States,Private Company,1000,0.0,228.0,Retail,2ddbaaf67f0673d9b875d1e3b3ae5a72
Real Pax,realpax.com,https://linkedin.com/company/real-pax,"São Paulo, Brazil",Brazil,"Real Pax is a retail company based in Brazil, specializing in providing a diverse range of consumer goods. The company aims to deliver high-quality products and exceptional customer service to its local market. Despite its current rank, Real Pax is focused on growth and expanding its presence in the retail industry.",Retail,201-500 employees,Under $10M,USD,Brazil,Private Company,201,0.0,235.0,Retail,32a22772085b1f858456f2ccba259e57
Retro Layers,retrolayers.com,https://linkedin.com/company/retro-layers,"California, USA","California, USA","Retro Layers is a retail company specializing in unique and vintage-inspired products. They cater to a niche market of customers seeking high-quality, retro-themed items. The company aims to provide a distinctive shopping experience through its curated collections.",Retail,51-200 employees,Under $10M,USD,United States,Private Company,51,0.0,234.0,Retail,1d7fb38bdc2f696f2d738c9ed97d3c6b
Recirclable LLC,recirclable.com,https://linkedin.com/company/recirclable-llc,"Boston, MA, USA","Boston, MA, USA",Recirclable LLC is a retail company focused on sustainable and eco-friendly products. They aim to promote circular economy practices by offering innovative solutions for recycling and reuse. Their mission is to reduce waste and contribute to a greener future.,Sustainable Retail,51-200 employees,Under $10M,USD,United States,Private Company,51,0.0,236.0,Retail,f5ea6123ba1073af1a67d08bce3627c1
Reliant Energy,reliant.com,https://linkedin.com/company/reliant-energy,"Houston, Texas, USA","Houston, Texas, USA","Reliant Energy is a leading retail electricity provider serving residential and business customers across Texas. The company offers innovative energy solutions, including electricity plans, smart home products, and energy management tools. Reliant is part of NRG Energy, a Fortune 500 company, and is known for its commitment to customer service and sustainability.",Energy Retail,"1,001-5,000 employees",Under $10M,USD,United States,Private Company,1001,0.0,241.0,Retail,f87c81105c2e438edb077fa7b685fef8
Rede Supermarket,redesupermarket.com.br,https://linkedin.com/company/rede-supermarket,"Rio de Janeiro, Brazil",Brazil,"Rede Supermarket is a Brazilian retail chain specializing in grocery and supermarket services. It operates multiple stores across Rio de Janeiro, offering a wide range of food products, household items, and daily essentials. The company is known for its competitive pricing and focus on serving local communities.",Supermarkets & Grocery Retail,"1,001-5,000 employees",Under $10M,USD,Brazil,Private Company,5000,0.0,239.0,Retail,dc1b53b9b906a99ac8639ffa7d9eb21a
Rede Pró,redepro.com.br,https://linkedin.com/company/redepro,"São Paulo, São Paulo, Brazil",Brazil,"Rede Pró is a Brazilian retail network specializing in providing a wide range of consumer goods and services. The company operates through a network of stores and partners, catering to local communities with affordable and quality products. It aims to strengthen its presence in the retail market by focusing on customer satisfaction and operational excellence.",Retail Network,51-200 employees,Under $10M,USD,Brazil,Private Company,150,0.0,238.0,Retail,04bc8d556476f63864f3bdef6b9e6c82
Renascer Madeiras,renascermadeiras.com.br,https://linkedin.com/company/renascer-madeiras,Brazil,Brazil,"Renascer Madeiras is a retail company specializing in the sale of wood products and related materials. Based in Brazil, the company serves local markets with a focus on quality and sustainable sourcing. It is a key player in the Brazilian wood retail industry.",Wood Retail,11-50 employees,Under $10M,USD,Brazil,Private Company,50,0.0,244.0,Retail,90c108d95ecf530524b4e0fef3c052b7
Renault Retail Group,renault-retail-group.com,https://linkedin.com/company/renault-retail-group,"Boulogne-Billancourt, Île-de-France, France",Europe,"Renault Retail Group is a subsidiary of Renault, specializing in the retail and distribution of Renault vehicles and services. Operating across Europe, the company provides sales, after-sales services, and customer support for Renault's automotive products. It plays a key role in Renault's global retail strategy.",Automotive Retail,"5,001-10,000 employees",Under $10M,USD,France,Private Company,5000,0.0,245.0,Retail,c00e3270756eb74c91bfbc635802e02d
Relojero Mexico,relojeromexico.com,https://linkedin.com/company/relojero-mexico,"Mexico City, Mexico",Mexico,"Relojero Mexico is a retail company specializing in the sale of watches and accessories. Known for its wide selection of premium and affordable timepieces, the company caters to a diverse customer base across Mexico. It aims to provide quality products and exceptional customer service in the competitive retail market.",Fashion Retail,51-200 employees,Under $10M,USD,Mexico,Private Company,51,0.0,242.0,Retail,125b18d0d2fe7b5320628d5063596139
Remedy and Restore LLC,remedyandrestore.com,https://linkedin.com/company/remedy-and-restore-llc,"Atlanta, Georgia, USA","Atlanta, Georgia, USA","Remedy and Restore LLC is a retail company specializing in providing high-quality products and services aimed at enhancing wellness and lifestyle. Based in Georgia, USA, the company focuses on delivering innovative solutions to its customers in the local market.",Retail,11-50 employees,Under $10M,USD,United States,Private Company,15,0.0,243.0,Retail,ad62c1b688f252e579f0fab590994037
RC Sweden AB,rcsweden.com,https://linkedin.com/company/rc-sweden-ab,"Stockholm, Sweden",Sweden,"RC Sweden AB is a retail company based in Sweden, specializing in providing a wide range of consumer products. Known for its commitment to quality and customer satisfaction, the company serves both local and international markets.",Retail,51-200 employees,Under $10M,USD,Sweden,Private Company,51,0.0,248.0,Retail,dbbb91e89109b2de2f94f73a1684a349
Reef,reef.com,https://linkedin.com/company/reef,"California, USA",Global,"Reef is a retail-focused company specializing in creating innovative solutions for urban spaces, including parking, logistics, and neighborhood hubs. They aim to transform underutilized spaces into thriving community centers, offering services that cater to modern urban lifestyles.",Urban Retail Solutions,"5,001-10,000 employees",Under $10M,USD,United States,Private Company,5000,0.0,240.0,Retail,cbce8b2c7d033269c4ee1fe774394b4d
Seven Depot LLC,sevendepot.com,https://linkedin.com/company/seven-depot-llc,"Texas, USA","Texas, USA","Seven Depot LLC is a retail company based in Texas, USA, specializing in providing a wide range of consumer goods. Despite its current rank, the company is focused on expanding its market presence and delivering quality products to its customers.",Retail,11-50 employees,Under $10M,USD,United States,Private Company,11,0.0,249.0,Retail,e14c50cf2fe1e1cbcfc80b5d4cf66900
Reserva,usereserva.com,https://linkedin.com/company/reserva,"Rio de Janeiro, Brazil",Brazil,"Reserva is a Brazilian fashion retail company known for its stylish and high-quality clothing, catering to men, women, and children. The brand emphasizes sustainability, innovation, and a strong connection with its customers, making it a prominent name in the Brazilian fashion industry.",Fashion Retail,201-500 employees,Under $10M,USD,Brazil,Private Company,500,0.0,246.0,Retail,ca83217890c05c3b91befc468a9ebde7
Retravision,retravision.com.au,https://linkedin.com/company/retravision,"Perth, Western Australia, Australia",Australia,"Retravision is a leading Australian retailer specializing in consumer electronics, home appliances, and technology products. With a strong presence in regional areas, the company offers a wide range of products from top brands, catering to both residential and commercial customers.",Consumer Electronics,201-500 employees,Under $10M,USD,Australia,Private Company,200,0.0,247.0,Retail,fca1f0c4171a4d7e7485e1ca3056a458
Sheer Science,sheerscience.com,https://linkedin.com/company/sheer-science,"Florida, USA","Florida, USA","Sheer Science is a retail company specializing in innovative consumer products. They focus on delivering high-quality, science-backed solutions to customers across various markets. Their offerings aim to enhance everyday life through cutting-edge technology and design.",Consumer Products,51-200 employees,Under $10M,USD,United States,Private Company,51,0.0,253.0,Retail,5b5150cc2ee0444e3970543880ada5b0
Sezzle,sezzle.com,https://linkedin.com/company/sezzle,"Minneapolis, Minnesota, USA",Global,"Sezzle is a financial technology company that provides a buy now, pay later (BNPL) platform, enabling consumers to split their purchases into interest-free installments. The company partners with retailers to offer flexible payment solutions, enhancing customer purchasing power and driving sales. Sezzle is a leader in the BNPL space, focusing on innovation and customer-centric services.",Financial Technology,201-500 employees,Under $10M,USD,United States,Private Company,200,0.0,250.0,Retail,d72fdabceef3d99cd3c3f3cd4b45e0a3
The Shade Store,theshadestore.com,https://linkedin.com/company/the-shade-store,"Port Chester, NY, USA",United States,"The Shade Store is a premium custom window treatment company offering a wide range of shades, blinds, and drapery. Known for its high-quality craftsmanship and exceptional customer service, the company provides both in-store and online design consultations. It caters to residential and commercial clients, positioning itself as a leader in the luxury home decor market.",Home Furnishings,201-500 employees,Under $10M,USD,United States,Private Company,500,0.0,251.0,Retail,fa4a776b2f1511b429aa1f146ce45971
Sharaf DG,sharafdg.com,https://linkedin.com/company/sharaf-dg,"Dubai, United Arab Emirates",United Arab Emirates,"Sharaf DG is a leading electronics and technology retail chain in the United Arab Emirates, offering a wide range of consumer electronics, home appliances, and gadgets. Known for its extensive product selection and competitive pricing, the company serves both individual customers and businesses across the region.",Consumer Electronics,"1,001-5,000 employees",Under $10M,USD,United Arab Emirates,Private Company,3000,0.0,252.0,Retail,dc4069862c2c3992ab6bb9e943640bc7
Shell International Petroleum Co. Ltd,shell.com,https://linkedin.com/company/shell,"Houston, Texas, USA",Global,"Shell International Petroleum Co. Ltd is a leading global energy company engaged in the exploration, production, refining, and marketing of oil and natural gas. The company also invests in renewable energy solutions and is committed to advancing sustainable energy practices. Shell operates in over 70 countries and serves millions of customers worldwide.",Energy & Petroleum,"10,001+ employees",Under $10M,USD,United States,Private Company,87000,0.0,255.0,Retail,a0eb59f9f10cc954868840d8fb0a7d2d
Supermercado Flor da Posse,supermercadoflordaposse.com.br,https://linkedin.com/company/supermercado-flor-da-posse,"Posse, Rio de Janeiro, Brazil",Brazil,"Supermercado Flor da Posse is a retail company based in Brazil, specializing in providing a wide range of grocery and household products to local communities. Known for its customer-centric approach, the company aims to deliver quality products at competitive prices.",Retail - Supermarkets,51-200 employees,Under $10M,USD,Brazil,Private Company,150,0.0,254.0,Retail,d6fed0d050437deec30f9dd0cb1b9833
Shimansky,shimansky.com,https://linkedin.com/company/shimansky,"New York, NY, USA",Global,"Shimansky is a luxury jewelry retailer specializing in high-quality diamond and tanzanite jewelry. Known for its innovative designs and craftsmanship, the company caters to a global clientele with a focus on bespoke and timeless pieces.",Luxury Jewelry Retail,201-500 employees,Under $10M,USD,United States,Private Company,200,0.0,259.0,Retail,11d1412ec572e1a6c794f5e8573a79cd
Sherwin Williams,sherwin-williams.com,https://linkedin.com/company/sherwin-williams,"Cleveland, Ohio, USA",Global,"Sherwin-Williams is a global leader in the development, manufacture, and sale of paints, coatings, and related products. Serving both professional and DIY markets, the company operates a vast network of retail stores and distribution centers worldwide. Known for its innovation and quality, Sherwin-Williams is a trusted name in the coatings industry.",Paints and Coatings,"10,001+ employees",Under $10M,USD,United States,Private Company,61000,0.0,256.0,Retail,f64a5c7a2f2abd34885b63d11a10a16b
Shhh Silk Australia,shhhsilk.com,https://linkedin.com/company/shhh-silk,"Melbourne, Victoria, Australia",Australia,"Shhh Silk Australia is a luxury retail brand specializing in high-quality silk products, including pillowcases, sleepwear, and accessories. Known for their focus on comfort, sustainability, and wellness, the company caters to a global audience seeking premium silk goods. They are recognized for their innovative designs and commitment to enhancing sleep and self-care experiences.",Fashion Retail,11-50 employees,Under $10M,USD,Australia,Private Company,25,0.0,257.0,Retail,981675793785a5a3bee1a186fa51cc7d
Shoe Sensation,shoesensation.com,https://linkedin.com/company/shoe-sensation,"Jeffersonville, Indiana, USA",United States,"Shoe Sensation is a regional footwear retailer offering a wide selection of shoes for men, women, and children. The company focuses on providing quality footwear from popular brands at affordable prices, catering to customers in small and mid-sized communities. With a strong presence in the Midwest, Shoe Sensation is known for its customer-centric approach and community involvement.",Fashion Retail,201-500 employees,Under $10M,USD,United States,Private Company,500,0.0,260.0,Retail,95fc79e44574856b4d97b6e8caef11ef
Shoulder Industria e Comercio Ltda,shoulder.com.br,https://linkedin.com/company/shoulder,"São Paulo, São Paulo, Brazil",Brazil,"Shoulder Industria e Comercio Ltda is a Brazilian retail company specializing in fashion and apparel. Known for its stylish and contemporary clothing lines, the company caters to a diverse customer base with a focus on quality and design. It operates primarily in Brazil, offering a range of products through its stores and online platform.",Fashion Retail,201-500 employees,Under $10M,USD,Brazil,Private Company,500,0.0,263.0,Retail,2bde9dfd3620b80eda4bcd782e94c6ec
"Shibuya Rex Co., Ltd",shibuyarex.co.jp,https://linkedin.com/company/shibuya-rex,"Shibuya, Tokyo, Japan",Japan,"Shibuya Rex Co., Ltd is a retail company based in Japan, specializing in providing high-quality consumer goods and services. Known for its innovative approach and customer-centric operations, the company serves a diverse market with a focus on excellence and reliability.",Retail,201-500 employees,Under $10M,USD,Japan,Private Company,201,0.0,258.0,Retail,d156b9902a5d9b5be22e36eab6afc545
Rue Gilt Groupe,ruegiltgroupe.com,https://linkedin.com/company/rue-gilt-groupe,"Boston, Massachusetts, USA","Boston, Massachusetts, USA","Rue Gilt Groupe is a leading e-commerce company specializing in online flash sales for fashion, home, and lifestyle products. The company operates popular platforms such as Rue La La and Gilt, offering curated collections of premium brands at discounted prices. It is known for its innovative approach to online retail and its focus on delivering a personalized shopping experience.",E-commerce,"501-1,000 employees",Under $10M,USD,United States,Private Company,1000,0.0,261.0,Retail,aabe4b119d5391465c8ed86b9730cefd
Shufersal Ltd.,shufersal.co.il,https://linkedin.com/company/shufersal,"Tel Aviv, Israel",Israel,"Shufersal Ltd. is the largest retail chain in Israel, offering a wide range of grocery, household, and consumer products. The company operates supermarkets, online shopping platforms, and private-label brands, serving millions of customers across the country.",Supermarket Retail,"10,001+ employees",Under $10M,USD,Israel,Private Company,13000,0.0,264.0,Retail,6285b79598dc920c2f47532e95723349
Sigmaxyz Inc.,sigmaxyz.com,https://linkedin.com/company/sigmaxyz,"Tokyo, Japan",Japan,"Sigmaxyz Inc. is a Japan-based consulting firm specializing in business strategy, digital transformation, and operational improvement. The company provides tailored solutions to help organizations enhance their performance and adapt to changing market conditions. It serves a wide range of industries, including retail, technology, and finance.",Management Consulting,201-500 employees,Under $10M,USD,Japan,Private Company,500,0.0,265.0,Retail,3832779ec2ff4b359974de8bedaa9f3c
Silversmith Capital Partners,silversmithcapital.com,https://linkedin.com/company/silversmith-capital-partners,"Boston, Massachusetts, USA","Boston, Massachusetts, USA",Silversmith Capital Partners is a growth equity firm focused on investing in technology and healthcare companies. The firm partners with entrepreneurs to help scale their businesses and achieve long-term success. Silversmith is known for its expertise in supporting high-growth companies in these sectors.,Private Equity,51-200 employees,Under $10M,USD,United States,Private Company,50,0.0,266.0,Retail,e92e18575e673a5fedd4253c763403d3
Shop Premium Outlets,shoppremiumoutlets.com,https://linkedin.com/company/shop-premium-outlets,"Boston, Massachusetts, USA",Global,"Shop Premium Outlets is an online retail platform offering premium brands and designer products at discounted prices. It connects consumers with outlet stores and exclusive deals, catering to a wide range of fashion and lifestyle needs. The company aims to provide a seamless shopping experience for bargain hunters and luxury enthusiasts alike.",E-commerce,201-500 employees,Under $10M,USD,United States,Private Company,200,0.0,262.0,Retail,f3ce89c5304df1b42b7f994264d359c0
Simply Thrifty,simplythrifty.com,https://linkedin.com/company/simply-thrifty,"New Jersey, USA","New Jersey, USA",Simply Thrifty is a retail company specializing in affordable and sustainable products. They focus on providing budget-friendly options for consumers while promoting eco-friendly practices. The company aims to make sustainable shopping accessible to everyone.,Sustainable Retail,11-50 employees,Under $10M,USD,United States,Private Company,50,0.0,267.0,Retail,9db6cda4fa3e0bf78623e891b218581d
Sisa Sicilia Spa,sisasicilia.it,https://linkedin.com/company/sisa-sicilia-spa,"Palermo, Sicily, Italy",Italy,"Sisa Sicilia Spa is a retail company based in Italy, specializing in the distribution of grocery and consumer goods. It operates a network of supermarkets and stores, catering to local communities with a focus on quality products and competitive pricing. The company is a key player in the regional retail market.",Grocery Retail,201-500 employees,Under $10M,USD,Italy,Private Company,250,0.0,269.0,Retail,098c01b6a1dc06c6191a638dfe1aeada
Sipar Ferramentas Ltda,siparferramentas.com.br,https://linkedin.com/company/sipar-ferramentas-ltda,Brazil,Brazil,"Sipar Ferramentas Ltda is a retail company specializing in tools and hardware products. Based in Brazil, the company serves a wide range of customers, offering high-quality products for both professional and personal use. It is recognized for its commitment to customer satisfaction and competitive pricing.",Tools & Hardware Retail,51-200 employees,Under $10M,USD,Brazil,Private Company,150,0.0,268.0,Retail,e3fc86ef3072d7504484d806210186a1
SKF International,skfinternational.com,https://linkedin.com/company/skf-international,"New York, NY, USA","New York, NY, USA","SKF International is a retail company based in New York, USA, specializing in providing a diverse range of consumer goods. Despite its current revenue status, the company is positioned to serve local and regional markets with a focus on quality and customer satisfaction.",Retail,201-500 employees,Under $10M,USD,United States,Private Company,201,0.0,271.0,Retail,adcd12d18e38bc3317804faccf353306
Sky King Fireworks,skykingfireworks.com,https://linkedin.com/company/sky-king-fireworks,"Ohio, USA","Ohio, USA","Sky King Fireworks is a retail company specializing in the sale of consumer fireworks. Known for its wide selection of high-quality pyrotechnic products, the company serves customers looking to celebrate events and holidays with spectacular displays. Sky King Fireworks is a trusted name in the fireworks industry, offering competitive pricing and exceptional customer service.",Consumer Retail,51-200 employees,Under $10M,USD,United States,Private Company,51,0.0,273.0,Retail,0c19260a71dcd58dc86d1fca4d0d1e2f
S. Katzman Produce,katzmanproduce.com,https://linkedin.com/company/s-katzman-produce,"Bronx, New York, USA","Bronx, New York, USA","S. Katzman Produce is a leading distributor of fresh fruits and vegetables, serving the New York metropolitan area and beyond. The company specializes in providing high-quality produce to retailers, food service providers, and wholesalers. With decades of experience, it is recognized for its commitment to freshness, sustainability, and customer satisfaction.",Fresh Produce Distribution,201-500 employees,Under $10M,USD,United States,Private Company,200,0.0,270.0,CPG,2c215db70c2761ba29c477c66cd423e3
"SKH Management Co., Inc.",skhmanagement.com,https://linkedin.com/company/skh-management-co-inc,"Pennsylvania, USA","Pennsylvania, USA","SKH Management Co., Inc. operates in the retail sector, managing a variety of stores and services. The company focuses on delivering quality products and exceptional customer service to its local communities. It is known for its commitment to operational excellence and customer satisfaction.",Retail Management,201-500 employees,Under $10M,USD,United States,Private Company,200,0.0,272.0,Retail,4e13943dbd80ba120ec8b7b9332e6834
Shoebacca.com,shoebacca.com,https://linkedin.com/company/shoebacca,"Irving, Texas, USA","Irving, Texas, USA","Shoebacca.com is an online retailer specializing in footwear, apparel, and accessories for men, women, and children. The company offers a wide range of brands and styles, catering to both casual and athletic needs. Known for its competitive pricing and customer service, Shoebacca.com has established itself as a trusted name in the e-commerce footwear industry.",E-commerce,201-500 employees,Under $10M,USD,United States,Private Company,200,0.0,275.0,Retail,48d3e1e4855440561a6dff25498375f4
Skånska Byggvaror,skanskabyggvaror.se,https://linkedin.com/company/skanska-byggvaror,"Helsingborg, Skåne, Sweden",Sweden,"Skånska Byggvaror is a leading Swedish retailer specializing in home improvement and building materials. The company offers a wide range of products, including windows, doors, greenhouses, and storage solutions, catering to both residential and commercial customers. Known for its quality and innovative designs, it has established a strong presence in the Nordic market.",Home Improvement Retail,201-500 employees,Under $10M,USD,Sweden,Private Company,200,0.0,274.0,Retail,1e82626ca758fe6f405ba211a3e77912
Saatva,saatva.com,https://linkedin.com/company/saatva,"New York, New York, USA",United States,"Saatva is a premium online mattress and bedding company specializing in luxury sleep products. Known for its eco-friendly materials and handcrafted mattresses, Saatva offers a range of products including mattresses, bed frames, and bedding accessories. The company is recognized for its direct-to-consumer model and exceptional customer service.",E-commerce,201-500 employees,Under $10M,USD,United States,Private Company,500,0.0,277.0,Retail,f7caad67c45e9b8800e966b17b26bd79
Rêver Trend Corp.,revertrend.com,https://linkedin.com/company/rever-trend-corp,"New York, NY, USA","New York, NY, USA","Rêver Trend Corp. is a retail company specializing in innovative and trend-forward products. Based in New York, the company aims to redefine consumer experiences through unique offerings and exceptional service. Despite its current rank, it is positioned to grow in the competitive retail market.",Fashion Retail,51-200 employees,Under $10M,USD,United States,Private Company,51,0.0,276.0,Retail,a15786d5f4e15a2cfcaff750d795443e
Saint Laurent,ysl.com,https://linkedin.com/company/saint-laurent,"New York, NY, USA",Global,"Saint Laurent, officially known as Yves Saint Laurent, is a luxury fashion house renowned for its high-end clothing, accessories, and leather goods. Founded in 1961, the brand is recognized for its innovative designs and strong influence in the fashion industry. It operates globally with flagship stores in major cities worldwide.",Fashion Retail,"5,001-10,000 employees",Under $10M,USD,United States,Private Company,5000,0.0,279.0,Retail,9b76aabbe7e73a42d57ca9214de1d7de
Sal Y Fuego Restaurante Ltda,salyfuego.com.br,https://linkedin.com/company/sal-y-fuego-restaurante-ltda,"São Paulo, São Paulo, Brazil",Brazil,"Sal Y Fuego Restaurante Ltda is a Brazilian retail company specializing in the food and beverage industry. Known for its high-quality dining experiences, the company operates in the restaurant sector, offering a variety of culinary options to its customers. It aims to provide exceptional service and a unique gastronomic experience.",Food & Beverage Retail,51-200 employees,Under $10M,USD,Brazil,Private Company,51,0.0,281.0,Retail,f830584ef50550d11acc4c909089c202
The Safariland Group,safariland.com,https://linkedin.com/company/the-safariland-group,"Ontario, California, USA",Global,"The Safariland Group is a leading provider of safety and survivability products for law enforcement, military, and outdoor enthusiasts. Their offerings include body armor, holsters, and tactical gear, designed to enhance protection and performance in critical situations. The company is recognized for its innovation and commitment to quality in the safety equipment industry.",Safety Equipment and Tactical Gear,"1,001-5,000 employees",Under $10M,USD,United States,Private Company,1500,0.0,278.0,Retail,13f75b61233373454666be2d125c6379
Saint-Gobain,saint-gobain.com,https://linkedin.com/company/saint-gobain,"Courbevoie, Île-de-France, France",Global,"Saint-Gobain is a multinational corporation specializing in the design, manufacture, and distribution of materials and solutions for construction, mobility, healthcare, and industrial applications. With a strong focus on sustainability, the company is a leader in innovative building materials and energy-efficient solutions, serving markets worldwide.",Building Materials,"10,001+ employees",Under $10M,USD,France,Private Company,168000,0.0,280.0,Retail,aa131428b79c6c6be9e1bb7cb2cf7237
